budget,release_date,revenue,title,Vote_Average
40000000,1917,44907260,Grudge Match,155
80341000,1920,127814609,Red Cliff,155
30000000,1920,180622424,Sweet Home Alabama,155
38000000,1920,205298907,The Ugly Truth,155
0,1920,0,Sgt. Bilko,155
38000000,1920,119723358,Spy Kids 2: The Island of Lost Dreams,155
38000000,1920,120000000,Star Trek: Generations,155
3860000,1925,64076736,The Grandmaster,155
38000000,1930,114156230,Water for Elephants,155
40000000,1940,0,Dragon Nest: Warriors' Dawn,155
24000000,1917,4562146,Meet the Deedles,155
28000000,1917,669276,The Thief and the Cobbler,155
0,1920,0,The Bridge of San Luis Rey,155
24000000,1920,23081726,Faster,155
24000000,1920,234710455,Howl's Moving Castle,155
23600000,1920,102391382,Zombieland,155
23000000,1920,185991646,The Waterboy,155
18000000,1920,538400000,The Empire Strikes Back,155
19000000,1925,141407024,Bad Boys,155
23000000,1930,86930411,The Naked Gun 2½: The Smell of Fear,155
23000000,1940,53302314,Final Destination,155
0,1917,0,Broken Horses,155
14000000,1917,161001698,Born on the Fourth of July,155
14000000,1920,154864401,Cool Runnings,155
15000000,1920,100734718,My Bloody Valentine,155
13000000,1920,75511123,Stomp the Yard,155
14000000,1920,185438673,The Spy Who Loved Me,155
14000000,1920,72527595,Urban Legend,155
0,1920,0,Good Deeds,155
14000000,1925,34793160,White Fang,155
0,1930,0,Superstar,155
13000000,1940,114956699,The Iron Lady,155
0,1917,0,The Devil's Rejects,155
700000,1917,17986781,Dope,155
7000000,1920,14011454,In Too Deep,155
7000000,1920,16829545,House of 1000 Corpses,155
0,1920,0,Alien Zone,155
7000000,1920,31430334,A Serious Man,155
7500000,1920,0,Get Low,155
7000000,1920,0,Warlock,155
7000000,1925,14618727,Beyond the Lights,155
7000000,1930,0,A Single Man,155
7000000,1940,8373585,The Last Temptation of Christ,155
2450000,1917,0,Go for It!,155
0,1917,565592,"Dancer, Texas Pop. 81",155
2300000,1920,11000000,Show Boat,155
0,1920,0,Redemption Road,155
0,1920,0,The Calling,155
2000000,1920,0,The Brave Little Toaster,155
2280000,1920,83320000,Fantasia,155
0,1920,0,8 Days,155
4000000,1925,36690067,Friday the 13th Part III,155
2200000,1930,21930418,Friday the 13th: A New Beginning,155
0,1940,0,The Last Sin Eater,155
0,1917,0,Indie Game: The Movie,155
0,1917,0,Straightheads,155
0,1920,0,Open Secret,155
0,1920,0,Echo Dr.,155
0,1920,0,The Night Visitor,155
100,1920,0,The Past Is a Grotesque Animal,155
0,1920,0,"Peace, Propaganda & the Promised Land",155
60000,1920,3221152,Pi,155
0,1925,0,"I Love You, Don't Touch Me!",155
0,1930,0,20 Dates,155
75000,1940,0,Queen Crab,155
90000000,1936,60289912,The Insider,156.92
50000000,1936,73956241,The Hurricane,156.92
12500000,1936,75993061,The Ides of March,156.92
0,1936,0,Jonah: A VeggieTales Movie,156.92
7000000,1936,7292175,Outside Providence,156.92
0,1936,0,Do You Believe?,156.92
65000,1936,28575078,Super Size Me,156.92
80000000,1952,52099090,The Finest Hours,157
38000000,1952,51801187,Enough,157
23000000,1952,53187659,Pitch Black,157
14000000,1952,27515786,Poetic Justice,157
7000000,1952,0,Bride & Prejudice,157
0,1952,0,Impact Point,157
0,1952,0,The FP,157
70000000,1951,113280098,Body of Lies,157.92
35000000,1951,0,Heartbreakers,157.92
23000000,1951,0,Someone Like You...,157.92
14000000,1951,25482931,All About the Benjamins,157.92
0,1951,0,Rabbit-Proof Fence,157.92
2160000,1951,9132000,The Valley of Decision,157.92
0,1951,0,Happy Christmas,157.92
69000000,1950,86387857,Dinner for Schmucks,158
38000000,1950,107597242,Paul Blart: Mall Cop 2,158
23000000,1950,47351251,Her,158
14000000,1950,19800000,Vampire in Brooklyn,158
0,1950,0,Who's Your Caddy?,158
2300000,1950,0,Eden,158
62000,1950,0,The Brain That Wouldn't Die,158
69000000,1948,112265139,Abraham Lincoln: Vampire Hunter,159.08
53000000,1948,29700000,Angel Eyes,159.08
23000000,1948,36642838,Joy Ride,159.08
14000000,1948,30749142,Exorcist II: The Heretic,159.08
7,1948,5,Split Second,159.08
0,1948,0,Chicken Tikka Masala,159.08
0,1948,0,Tiger Orange,159.08
66000000,1915,212404396,Entrapment,160
66000000,1915,189198313,The X Files,160
67000000,1915,25303038,The Last Legion,160
70000000,1923,481840909,Saving Private Ryan,160
66000000,1925,203277636,Need for Speed,160
70000000,1925,374111707,What Women Want,160
59000000,1925,383257136,Ice Age,160
68000000,1925,75715436,Dreamcatcher,160
65000000,1926,275293450,Lincoln,160
63000000,1927,463517383,The Matrix,160
52000000,1930,355237933,Apollo 13,160
65000000,1930,172855065,The Santa Clause 2,160
61000000,1930,441809770,Les Misérables,160
65000000,1930,250821495,You've Got Mail,160
65000000,1930,128107642,Step Brothers,160
95000000,1947,250288523,The Mask of Zorro,160
65000000,1947,211780824,Due Date,160
65000000,1950,163442937,Unbroken,160
65000000,2005,128884132,Space Cowboys,160
38000000,1915,0,Joe Somebody,160
38000000,1915,58401898,The Ninth Gate,160
38000000,1915,17380126,Extreme Measures,160
57000000,1923,16991902,Rock Star,160
10000000,1925,47536959,Precious,160
38000000,1925,10300000,White Squall,160
15000000,1925,19629760,The Thing,160
38000000,1925,98337295,Riddick,160
37000000,1926,6482195,Switchback,160
0,1927,0,Texas Rangers,160
55000000,1930,17869048,City of Ember,160
32000000,1930,28258060,The Master,160
38000000,1930,5410749,Virgin Territory,160
40000000,1930,9793496,The Express,160
38000000,1930,109906372,The 5th Wave,160
37000000,1947,173567581,Creed,160
37000000,1947,154026136,The Town,160
40000000,1950,79700000,What to Expect When You're Expecting,160
37000000,2005,163720069,Burn After Reading,160
25000000,1915,6399,The Adventurer: The Curse of the Midas Box,160
23000000,1915,18653615,Anywhere But Here,160
0,1915,0,The Crew,160
23000000,1923,33372606,Haywire,160
23000000,1925,51881013,Jaws: The Revenge,160
0,1925,0,Marvin's Room,160
0,1925,0,The Longshots,160
23000000,1925,10827816,The End of the Affair,160
23000000,1926,7434726,Harley Davidson and the Marlboro Man,160
23000000,1927,29541790,In the Valley of Elah,160
0,1930,0,Coco Before Chanel,160
11000000,1930,0,Forsaken,160
23000000,1930,9366227,Cheri,160
23000000,1930,16123851,Vanity Fair,160
23000000,1930,5837674,Bodyguards and Assassins,160
25000000,1947,94679598,1408,160
22700000,1947,38119483,Spaceballs,160
22500000,1950,15520023,The Water Diviner,160
22000000,2005,505000000,Ghost,160
0,1915,0,An American Haunting,160
14000000,1915,0,My Boss's Daughter,160
14000000,1915,22852638,A Perfect Getaway,160
14000000,1923,21409028,Our Family Wedding,160
0,1925,0,Dead Man on Campus,160
12000000,1925,21001563,Tea with Mussolini,160
0,1925,0,Thinner,160
0,1925,0,"New York, New York",160
0,1926,0,Crooklyn,160
11000000,1927,13196245,I Think I Love My Wife,160
11000000,1930,16951798,Jason X,160
0,1930,0,Bobby,160
14000000,1930,10424470,Head Over Heels,160
14000000,1930,11417362,Fun Size,160
14000000,1930,19777647,The Diving Bell and the Butterfly,160
26000000,1947,14821658,Little Children,160
14000000,1947,5108820,Gossip,160
14000000,1950,0,A Walk on the Moon,160
0,2005,4291965,Catch a Fire,160
7000000,1915,4720371,The Other Side of Heaven,160
7000000,1915,29385320,Veer-Zaara,160
7000000,1915,0,Redbelt,160
7000000,1923,0,Cyrus,160
0,1925,0,A Dog Of Flanders,160
7000000,1925,2062066,Auto Focus,160
7000000,1925,0,Factory Girl,160
7000000,1925,6038942,We Need to Talk About Kevin,160
0,1926,0,The Christmas Candle,160
7000000,1927,0,The Mighty Macs,160
7000000,1930,1246141,Losin' It,160
7000000,1930,0,Mother and Child,160
0,1930,0,March or Die,160
0,1930,0,The Visitors,160
8000000,1930,0,Somewhere,160
7000000,1947,1429299,I Hope They Serve Beer in Hell,160
0,1947,0,Chairman of the Board,160
7000000,1950,382946,Hesher,160
0,2005,523511,Dom Hemingway,160
0,1915,0,There's Always Woodstock,160
0,1915,0,Jack Brooks: Monster Slayer,160
2100000,1915,23650000,The Best Years of Our Lives,160
0,1923,480811,Bully,160
0,1925,0,Elling,160
2100000,1925,3330,Mi America,160
1500000,1925,30448000,[REC],160
0,1925,0,Lies in Plain Sight,160
0,1926,0,Sharkskin,160
0,1927,0,Containment,160
0,1930,0,The Timber,160
2000000,1930,78898765,From Russia with Love,160
0,1930,0,The Toxic Avenger Part II,160
2000000,1930,18344729,Sleeper,160
2000000,1930,14674076,It Follows,160
2000000,1947,18016290,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,160
2000000,1947,13129846,To Kill a Mockingbird,160
2000000,1950,24600832,Mad Max 2: The Road Warrior,160
0,2005,0,The Legend of Drunken Master,160
0,1915,0,Supporting Characters,160
70000,1915,0,Absentia,160
0,1915,0,The Brothers McMullen,160
0,1923,0,The Dirties,160
0,1925,0,Gabriela,160
65000,1925,416498,Tiny Furniture,160
60000,1925,0,Hayride,160
0,1925,0,The Naked Ape,160
50000,1926,0,Counting,160
50000,1927,0,The Call of Cthulhu,160
0,1930,0,Bending Steel,160
4000000,1930,600896,The Signal,160
50000,1930,0,The Image Revolution,160
0,1930,0,This Is Martin Bonner,160
0,1930,0,A True Story,160
0,1947,0,George Washington,160
0,1947,0,Smiling Fish & Goat On Fire,160
0,1950,0,Dawn of the Crescent Moon,160
0,2005,0,Raymond Did It,160
70000000,2004,255000211,Cliffhanger,162.92
37000000,2004,100076342,Nim's Island,162.92
23000000,2004,369884651,There's Something About Mary,162.92
0,2004,0,Soul Survivors,162.92
3500000,2004,0,Gerry,162.92
2000000,2004,11540607,Boys Don't Cry,162.92
0,2004,321952,The Last Waltz,162.92
50000000,1925,150270147,Broken Arrow,164.25
38000000,1925,90247624,Rush,164.25
22000000,1925,189833357,The Santa Clause,164.25
14000000,1925,2474000,Jefferson in Paris,164.25
7000000,1925,0,The Heart of Me,164.25
2000000,1925,13101672,Silent House,164.25
50000,1925,0,"Run, Hide, Die",164.25
65000000,1938,69700000,The Kid,165.08
37000000,1938,48451803,Magnolia,165.08
20000000,1938,75597042,The Rookie,165.08
0,1938,0,Easy Virtue,165.08
7000000,1938,573335,Freeheld,165.08
2000000,1938,70000000,The Lives of Others,165.08
0,1938,0,The Exploding Girl,165.08
63000000,1911,162945894,World Trade Center,170.17
30000000,1911,55583804,Cop Out,170.17
22000000,1911,147880543,The Game Plan,170.17
0,1911,0,Caravans,170.17
7000000,1911,453079,The Extra Man,170.17
1000000,1911,34522221,Courageous,170.17
0,1911,0,The Legend of God's Gun,170.17
65000000,1937,0,Mona Lisa Smile,171
38000000,1937,112343513,How to Be Single,171
24000000,1937,182016617,The Bridges of Madison County,171
0,1937,5405500,Mr. Turner,171
7000000,1937,1310673,Hard to Be a God,171
2000000,1937,7600000,The Hustler,171
500000,1937,0,Mutual Appreciation,171
65000000,1920,179379533,The Dictator,175
65000000,1924,162091208,Eyes Wide Shut,175
65000000,1925,133821816,Annie,175
37000000,1920,95404397,Dolphin Tale,175
37000000,1924,392616625,Twilight,175
36000000,1925,102244770,John Q,175
22000000,1920,84772742,The Animal,175
22000000,1924,77737889,Gandhi,175
22000000,1925,88880821,The Hundred-Foot Journey,175
0,1920,0,Wild Grass,175
0,1924,0,Amen.,175
12000000,1925,0,Reign of Assassins,175
7000000,1920,46488,Ca$h,175
0,1924,0,Wah-Wah,175
6000000,1925,30471,The Boondock Saints,175
2000000,1920,9172000,Boom Town,175
8000000,1924,1477676,The Triplets of Belleville,175
0,1925,0,Smoke Signals,175
0,1920,0,Her Cry: La Llorona Investigation,175
31192,1924,10000,Down Terrace,175
27000,1925,3151130,Clerks,175
50100000,1930,153962963,Focus,175.17
65000000,1930,117758500,Blue Streak,175.17
22000000,1930,110627965,The Net,175.17
0,1930,0,The Lucky Ones,175.17
0,1930,0,Z Storm,175.17
0,1930,6003587,American Splendor,175.17
27000,1930,0,Pink Narcissus,175.17
65000000,1928,156974557,This Means War,182
37000000,1928,269994119,We're the Millers,182
22000000,1928,92542418,I Am Sam,182
14000000,1928,46495,Margaret,182
7000000,1928,0,Twixt,182
2700000,1928,15992615,Before Sunset,182
0,1928,76901,Funny Ha Ha,182
65000000,1925,128905366,Blade: Trinity,184.92
36500000,1925,21834845,The Inhabited Island,184.92
22000000,1925,67800064,Son of God,184.92
108,1925,0,Stan Helsing,184.92
7000000,1925,12400000,The Snow Queen,184.92
2000000,1925,20908467,Amores perros,184.92
0,1925,0,In the Company of Men,184.92
4200000,1972,38376497,Red Dawn,186
36000000,1972,50159144,Breakdown,186
22000000,1972,95708457,Underworld,186
14000000,1972,1755212,Flipped,186
0,1972,0,Alpha and Omega: The Legend of the Saw Tooth Cave,186
2000000,1972,4601043,Thirteen,186
0,1972,0,Manito,186
65000000,1935,0,Primary Colors,195.5
36000000,1935,160000000,Never Say Never Again,195.5
22000000,1935,57479076,Derailed,195.5
14000000,1935,178043761,Brokeback Mountain,195.5
0,1935,41410568,Pale Rider,195.5
2000000,1935,7800000,Gentleman's Agreement,195.5
0,1935,0,Rampage,195.5
65000000,1939,240159255,Resident Evil: Retribution,196
36000000,1939,64572262,Hot Tub Time Machine,196
22000000,1939,35424826,The Informant!,196
12000000,1939,0,Clueless,196
7000000,1939,8900000,Stargate: The Ark of Truth,196
2000000,1939,13831503,Winter's Bone,196
0,1939,0,Slacker,196
45000000,1925,73762516,Death Race,197.75
36000000,1925,52424533,Dolphin Tale 2,197.75
22000000,1925,0,Shadowlands,197.75
13500000,1925,29027914,Far from Heaven,197.75
6900000,1925,7993039,Dazed and Confused,197.75
0,1925,13885802,Touching the Void,197.75
0,1925,0,Dutch Kills,197.75
65000000,1923,89456761,The Long Kiss Goodnight,199.83
65000000,1940,0,Proof of Life,199.83
65000000,1955,64321501,Zathura: A Space Adventure,199.83
63000000,1968,100853753,Fight Club,199.83
65000000,1973,43545364,We Are Marshall,199.83
42000000,1923,32168970,Reindeer Games,199.83
36000000,1940,44350926,A Man Apart,199.83
37000000,1955,26250020,Aloha,199.83
0,1968,0,Ghosts of Mississippi,199.83
0,1973,0,Snow Falling on Cedars,199.83
22000000,1923,22400154,Deuce Bigalow: European Gigolo,199.83
26000000,1940,51164106,Delivery Man,199.83
0,1955,9930095,Our Kind of Traitor,199.83
22000000,1968,19351569,Saving Silverman,199.83
22000000,1973,77112176,Diary of a Wimpy Kid: Dog Days,199.83
14000000,1923,12314651,Hot Tub Time Machine 2,199.83
13500000,1940,7060876,Quills,199.83
15000000,1955,19422261,Seven Psychopaths,199.83
0,1968,0,The Caveman's Valentine,199.83
18339750,1973,92180910,Downfall,199.83
0,1923,7000000,High School Musical 2,199.83
0,1940,0,Two Lovers and a Bear,199.83
7000000,1955,0,Criminal Activities,199.83
0,1968,0,Aimee & Jaguar,199.83
0,1973,0,The Chumscrubber,199.83
2000000,1923,4000000,Alexander's Ragtime Band,199.83
0,1940,0,Me and You and Everyone We Know,199.83
2000000,1955,7871522,Inside Job,199.83
6000000,1968,11122090,We Are Your Friends,199.83
0,1973,0,Ghost Dog: The Way of the Samurai,199.83
22000,1923,0,Dry Spell,199.83
0,1940,0,Flywheel,199.83
0,1955,0,Backmask,199.83
0,1968,0,The Puffy Chair,199.83
0,1973,0,Stories of Our Lives,199.83
65000000,1924,17218080,Hudson Hawk,200
65000000,1925,0,Lucky Numbers,200
65000000,2003,71154592,"I, Frankenstein",200
37000000,1924,96047633,The Rite,200
36000000,1925,12532777,Gattaca,200
36000000,2003,3003296,Isn't She Great,200
0,1924,0,Summer of Sam,200
22000000,1925,33788161,Jay and Silent Bob Strike Back,200
30000000,2003,23619609,The Glass House,200
12806000,1924,38535221,The Sea Inside,200
13300000,1925,5380251,Under the Skin,200
13000000,2003,123922370,"Good Morning, Vietnam",200
6800000,1924,0,Shade,200
6900000,1925,44287131,House at the End of the Street,200
6800000,2003,7103838,Incendies,200
2000000,1924,5967038,Harsh Times,200
2000000,1925,2801508,Captive,200
2000000,2003,2506446,Full Frontal,200
0,1924,0,Breaking Upwards,200
0,1925,0,All Superheroes Must Die,200
12000,2003,6000000,Pink Flamingos,200
50000000,1990,42093706,Oliver Twist,202
37000000,1990,63800345,Space Chimps,202
22000000,1990,63647656,"Hail, Caesar!",202
13400000,1990,16700000,The Last Godfather,202
0,1990,0,"Remember Me, My Love",202
0,1990,0,Witchboard,202
0,1990,0,Clean,202
43000000,1964,56681566,Elektra,205
0,1964,0,Head of State,205
22000000,1964,0,Josie and the Pussycats,205
13000000,1964,98441954,Justin Bieber: Never Say Never,205
0,1964,0,Perrier’s Bounty,205
2000000,1964,5179037,Shortbus,205
0,1964,0,The Circle,205
65000000,1992,39407616,Sin City: A Dame to Kill For,210
35000000,1992,459270619,The Hangover,210
22000000,1992,43058898,Homefront,210
13000000,1992,327803731,Black Swan,210
4000000,1992,0,Elite Squad,210
2000000,1992,11125849,Waltz with Bashir,210
13,1992,0,Tin Can Man,210
64000000,1939,74608570,Random Hearts,213.33
36000000,1939,156844753,Ip Man 3,213.33
22000000,1939,13555988,The Little Vampire,213.33
13000000,1939,47542841,The Godfather: Part II,213.33
6500000,1939,255273813,Annabelle,213.33
2000000,1939,1672730,"The Book of Mormon Movie, Volume 1: The Journey",213.33
20000,1939,99000,Cure,213.33
55000000,1913,203427584,Everest,219.83
33000000,1913,310940086,Austin Powers: The Spy Who Shagged Me,219.83
22000000,1913,0,I Heart Huckabees,219.83
13000000,1913,91038276,Save the Last Dance,219.83
7,1913,7,Bran Nue Dae,219.83
2000000,1913,1431623,No End in Sight,219.83
0,1913,0,On The Downlow,219.83
50000000,1920,132180323,Perfume: The Story of a Murderer,250
35000000,1920,411348924,Batman,250
22000000,1920,10696210,RoboCop 3,250
7000000,1920,72500000,A Nightmare on Elm Street 4: The Dream Master,250
6500000,1920,57504069,Boyz n the Hood,250
2000000,1920,1477002,The Diary of a Teenage Girl,250
0,1920,0,Sanctuary: Quite a Conundrum,250
63000000,1940,296655431,Austin Powers in Goldmember,251.17
0,1940,0,There Be Dragons,251.17
0,1940,0,Megiddo: The Omega Code 2,251.17
16000000,1940,77000000,Miracles from Heaven,251.17
6500000,1940,54215416,La Bamba,251.17
2000000,1940,0,In the Shadow of the Moon,251.17
